ID,KIDSDRIV,BIRTH,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,CAR_VALUE,CAR_TYPE,OLDCLAIM,CLM_FREQ,CLM_AMT,CAR_AGE,URBANICITY
240765776,0,31-05-51,0,6,"33,434",No,"176,292",Yes,F,Bachelors,Clerical,38,Private,"6,300",SUV,"3,614",3,"3,682",12,Highly Urban/ Urban
240790203,0,13-07-67,1,12,"126,678",No,"325,815",Yes,M,Bachelors,Blue Collar,60,Private,"20,480",Van,0,0,0,15,Highly Rural/ Rural
240888965,0,13-04-64,2,13,"55,262",No,"170,646",Yes,F,Bachelors,Blue Collar,20,Commercial,"10,530",SUV,"6,444",3,0,7,Highly Urban/ Urban
240892648,0,24-04-51,0,15,"15,506",No,"113,491",Yes,M,Masters,Manager,21,Private,"15,590",Minivan,0,0,0,18,Highly Urban/ Urban
241054124,0,24-07-52,0,11,"46,281",No,0,No,F,<High School,Blue Collar,29,Private,"19,700",Minivan,0,0,0,5,Highly Urban/ Urban
241104507,1,09-11-63,2,12,"95,942",Yes,0,No,F,Masters,Manager,46,Private,"14,690",SUV,"17,070",2,"2,124",19,Highly Urban/ Urban
241121471,0,27-04-53,0,8,"66,251",No,"217,701",Yes,F,High School,Blue Collar,44,Commercial,"25,850",Minivan,0,0,0,5,Highly Rural/ Rural
241694919,0,10-03-42,0,7,"113,038",No,"283,423",Yes,M,High School,Blue Collar,5,Commercial,"18,970",Van,0,0,0,5,Highly Urban/ Urban
241712832,0,07-03-56,2,15,"36,614",No,"141,879",Yes,F,High School,Blue Collar,42,Commercial,"25,580",Pickup,"4,078",2,680,1,Highly Urban/ Urban
241800325,0,17-06-55,3,12,"69,620",No,"239,561",Yes,M,Masters,Manager,37,Commercial,"22,830",Panel Truck,0,0,0,15,Highly Urban/ Urban
241930794,0,15-10-46,0,13,"114,845",No,"351,686",Yes,F,Bachelors,Manager,54,Commercial,"24,930",Pickup,0,0,0,7,Highly Urban/ Urban
242120693,0,27-01-67,2,9,"27,462",Yes,0,No,F,High School,Clerical,30,Private,"11,630",SUV,0,0,0,1,Highly Rural/ Rural
242222417,0,12-01-48,0,7,"26,114",No,0,No,F,Masters,Lawyer,36,Private,"9,780",Minivan,"1,867",2,"3,291",8,Highly Urban/ Urban
242264576,0,23-03-54,2,12,"51,113",Yes,"204,071",No,M,Bachelors,Clerical,68,Commercial,"11,110",Pickup,"16,558",1,"18,955",13,Highly Urban/ Urban
242410195,0,22-04-48,0,12,"195,074",No,"437,248",Yes,F,PhD,Manager,26,Private,"30,230",SUV,0,0,0,14,Highly Urban/ Urban
242646343,0,17-08-50,0,10,"150,401",No,"452,008",Yes,F,PhD,Doctor,25,Private,"27,010",Minivan,0,0,0,14,Highly Urban/ Urban
242652256,0,13-09-49,0,12,"29,296",No,"173,233",Yes,F,<High School,Blue Collar,34,Private,"26,950",Van,805,4,0,1,Highly Urban/ Urban
242950403,0,29-01-58,0,12,"70,478",No,0,No,F,High School,Manager,32,Private,"12,650",SUV,0,0,"3,589",1,Highly Urban/ Urban
243160841,0,26-05-40,0,14,"43,378",No,"201,957",Yes,F,<High School,Blue Collar,31,Private,"1,500",SUV,0,0,0,1,Highly Urban/ Urban
243248412,0,23-10-52,0,14,"19,483",No,"81,685",Yes,M,High School,Clerical,54,Private,"9,150",Pickup,"20,115",1,"6,801",3,Highly Urban/ Urban
243313588,1,10-02-62,2,12,"15,739",No,"138,776",Yes,F,High School,Home Maker,23,Private,"9,230",Sports Car,0,0,"4,772",6,Highly Urban/ Urban
243644648,0,20-04-68,0,13,"80,861",No,"222,576",Yes,M,Bachelors,Blue Collar,20,Commercial,"29,980",Panel Truck,0,0,0,6,Highly Rural/ Rural
244084594,0,07-07-82,0,6,"40,015",No,"152,243",No,M,High School,Blue Collar,50,Commercial,"23,400",Panel Truck,"2,047",2,"17,001",1,Highly Urban/ Urban
244137749,0,01-06-43,0,15,"104,029",No,"296,366",Yes,F,Masters,Lawyer,34,Private,"7,100",SUV,0,0,0,11,Highly Urban/ Urban
244189370,0,12-01-55,0,10,"175,284",No,0,No,M,Masters,Lawyer,52,Private,"17,160",Minivan,0,0,0,1,Highly Urban/ Urban
244556106,0,19-01-60,3,14,"32,966",Yes,0,No,M,High School,Blue Collar,59,Commercial,"7,750",Minivan,0,0,0,1,Highly Rural/ Rural
244567228,0,25-12-52,0,13,"36,607",No,"206,422",Yes,M,High School,Blue Collar,85,Commercial,"17,540",Van,0,0,0,1,Highly Rural/ Rural
244821392,2,30-11-62,2,9,"69,434",No,"230,609",Yes,M,Bachelors,Blue Collar,49,Private,"3,860",Minivan,"3,367",2,"5,118",7,Highly Urban/ Urban
245447620,0,16-11-70,4,0,0,No,0,Yes,F,Bachelors,Student,38,Commercial,"20,570",Pickup,0,0,"6,647",9,Highly Urban/ Urban
245670802,0,31-07-54,0,12,"37,846",No,"162,455",No,F,<High School,Clerical,21,Commercial,"20,150",Pickup,0,0,0,1,Highly Rural/ Rural
245782679,0,18-12-49,0,10,"82,749",No,"279,333",Yes,F,Masters,Manager,44,Private,"14,670",SUV,0,0,0,21,Highly Urban/ Urban
246137221,0,18-03-47,0,10,"43,546",No,0,No,M,<High School,Blue Collar,46,Private,"6,700",Pickup,0,0,"1,145",1,Highly Urban/ Urban
246198086,0,05-03-64,1,0,0,No,"99,767",Yes,F,High School,Home Maker,44,Private,"16,870",SUV,"11,353",1,0,1,Highly Urban/ Urban
246313398,0,16-11-66,1,4,"25,037",Yes,0,No,F,High School,Clerical,31,Private,"14,280",SUV,0,0,0,8,Highly Urban/ Urban
246440275,0,17-01-64,0,10,"32,655",No,"148,303",No,M,<High School,Clerical,43,Private,"8,270",Pickup,0,0,0,1,Highly Rural/ Rural
246826477,0,24-07-48,0,13,"18,273",No,0,No,F,<High School,Clerical,56,Private,"6,600",SUV,959,1,"5,176",1,Highly Urban/ Urban
246848473,0,27-01-53,0,11,"27,703",No,"178,482",No,F,Bachelors,Clerical,12,Commercial,"20,660",Pickup,0,0,0,11,Highly Urban/ Urban
246859709,3,25-08-37,3,16,"33,995",No,"136,008",Yes,M,<High School,Blue Collar,42,Private,"7,700",SUV,"8,002",3,"16,840",1,Highly Urban/ Urban
246882284,0,31-12-56,0,10,"55,340",No,"227,741",Yes,M,High School,Clerical,44,Commercial,"34,210",Panel Truck,"2,773",1,"4,570",1,Highly Urban/ Urban
246988736,0,14-10-51,0,8,"36,954",No,0,No,M,High School,Blue Collar,37,Commercial,"10,000",Pickup,"3,654",2,"3,549",1,Highly Urban/ Urban
247179602,0,29-01-46,0,7,"3,528",No,"73,903",Yes,F,High School,Home Maker,54,Private,"7,150",SUV,0,0,0,7,Highly Urban/ Urban
247349555,0,29-10-36,0,10,"33,314",No,0,No,F,Bachelors,Professional,43,Private,"24,210",SUV,"3,165",1,0,8,Highly Urban/ Urban
247360673,0,23-04-66,1,12,"23,514",No,"105,036",Yes,F,High School,Clerical,27,Private,"7,560",Sports Car,0,0,0,7,Highly Rural/ Rural
247415925,0,10-06-62,4,15,"31,874",Yes,0,No,M,High School,Clerical,19,Private,"16,780",Van,0,0,0,9,Highly Urban/ Urban
247541968,0,29-07-38,0,13,"42,089",No,"181,406",Yes,M,High School,Blue Collar,35,Commercial,"11,810",Sports Car,0,0,0,7,Highly Urban/ Urban
247734006,0,18-09-43,0,4,"95,560",No,"306,725",Yes,M,High School,Professional,80,Private,"5,450",Pickup,0,0,0,1,Highly Urban/ Urban
247741764,0,23-10-61,0,7,"2,140",No,"61,482",No,F,High School,Home Maker,19,Private,"7,930",Sports Car,0,0,0,1,Highly Rural/ Rural
247983465,2,26-02-58,3,10,"90,991",No,"310,709",Yes,M,Bachelors,Professional,43,Private,"5,600",Pickup,"1,421",2,0,1,Highly Urban/ Urban
248026366,0,26-08-62,0,12,"14,024",No,"64,600",Yes,F,<High School,Clerical,26,Private,"15,820",Minivan,"5,697",4,"9,467",6,Highly Urban/ Urban
248069952,0,18-02-71,1,9,"20,852",No,"123,109",Yes,F,High School,Home Maker,5,Private,"6,390",Sports Car,"8,413",2,"4,704",1,Highly Urban/ Urban
248111410,0,09-03-59,0,9,"28,747",No,"149,708",No,M,Masters,Lawyer,55,Private,"10,520",Minivan,0,0,0,12,Highly Urban/ Urban
248168220,0,16-08-51,0,12,"78,990",No,"247,318",No,M,Bachelors,Blue Collar,20,Commercial,"11,420",Pickup,"4,701",3,0,11,Highly Rural/ Rural
248205923,1,24-10-60,2,11,"10,666",No,0,Yes,F,High School,Student,10,Private,"5,600",SUV,0,0,"3,766",6,Highly Urban/ Urban
248345133,0,14-05-57,0,0,0,No,"87,178",Yes,M,High School,Student,113,Commercial,"7,820",Pickup,0,0,0,10,Highly Rural/ Rural
248427942,1,21-08-59,2,11,"27,788",Yes,"136,672",No,M,High School,Clerical,60,Commercial,"9,390",Pickup,0,0,"5,143",1,Highly Urban/ Urban
248491112,0,12-05-62,0,11,"24,447",No,"143,909",Yes,F,Masters,Lawyer,25,Private,"19,720",SUV,0,0,0,13,Highly Urban/ Urban
248523067,0,20-06-48,0,12,"59,961",No,"200,761",Yes,M,High School,Blue Collar,28,Commercial,"44,130",Panel Truck,0,0,"3,509",1,Highly Urban/ Urban
248610320,0,10-12-49,0,0,0,No,0,No,F,PhD,Home Maker,46,Private,"17,520",SUV,"7,665",4,0,19,Highly Urban/ Urban
248751881,1,03-03-46,1,11,"63,593",Yes,0,No,F,Bachelors,Blue Collar,39,Commercial,"23,410",Pickup,0,0,0,10,Highly Rural/ Rural
248763173,0,06-05-48,0,13,"81,948",No,"308,197",Yes,F,High School,Professional,5,Private,"7,850",Sports Car,"2,219",1,0,1,Highly Urban/ Urban
248830300,0,25-06-48,0,9,"95,713",No,"302,676",Yes,F,PhD,Manager,32,Private,"23,040",Pickup,0,0,0,17,Highly Urban/ Urban
248840164,0,03-11-57,0,10,"45,375",No,0,No,F,High School,Blue Collar,36,Commercial,"24,500",SUV,0,0,0,10,Highly Rural/ Rural
248876932,0,20-05-33,2,0,0,No,"148,288",Yes,F,PhD,Home Maker,45,Private,"22,240",Sports Car,0,0,0,10,Highly Urban/ Urban
248960666,0,13-11-81,2,9,"6,284",Yes,0,No,M,<High School,Clerical,16,Private,"20,130",Minivan,0,0,0,1,Highly Urban/ Urban
249402525,1,26-05-63,2,12,"131,090",Yes,"360,638",No,M,Bachelors,Blue Collar,29,Commercial,"32,430",Panel Truck,"6,514",4,"60,847",9,Highly Urban/ Urban
249432750,3,03-01-56,3,0,0,No,0,Yes,M,High School,Student,47,Private,"5,800",Pickup,"5,820",3,991,1,Highly Urban/ Urban
249504244,0,05-03-48,0,13,"94,587",No,"258,739",No,F,Bachelors,Home Maker,18,Private,"10,370",SUV,0,0,0,7,Highly Urban/ Urban
249708857,0,26-04-81,2,14,479,No,0,Yes,F,High School,Student,20,Private,"7,940",Sports Car,"4,922",3,"2,927",9,Highly Urban/ Urban
249803505,0,06-07-60,0,0,0,No,0,Yes,M,High School,Student,34,Commercial,"18,770",Pickup,0,0,0,7,Highly Urban/ Urban
249861288,1,16-04-56,2,17,"82,947",No,"264,359",Yes,M,Masters,Professional,35,Commercial,"20,710",Van,"3,963",3,0,16,Highly Urban/ Urban
249920128,0,04-12-68,2,12,"56,253",No,"142,627",Yes,M,Bachelors,Professional,9,Commercial,"6,600",Pickup,"2,986",1,0,13,Highly Urban/ Urban
250393339,0,28-12-64,1,10,"14,942",No,"95,764",Yes,M,<High School,Clerical,12,Commercial,"12,030",Pickup,"9,925",2,0,1,Highly Urban/ Urban
250483363,0,08-09-61,0,11,"33,151",No,"184,852",Yes,F,Bachelors,Professional,31,Private,"11,530",SUV,0,0,0,9,Highly Rural/ Rural
250505031,0,02-04-61,3,15,"137,897",No,"335,993",Yes,F,Bachelors,Blue Collar,21,Commercial,"19,090",Pickup,"38,774",2,"5,603",12,Highly Urban/ Urban
250632931,0,06-06-51,0,11,"39,285",No,0,No,F,<High School,Blue Collar,26,Private,"22,930",Pickup,"6,367",1,"31,357",1,Highly Urban/ Urban
250638155,0,27-04-54,3,0,0,No,"63,103",Yes,M,<High School,Student,23,Commercial,"7,640",Pickup,0,0,"7,136",1,Highly Urban/ Urban
250787071,0,01-03-50,0,10,"88,937",No,"276,837",Yes,M,Masters,Professional,56,Private,"15,290",Minivan,0,0,0,18,Highly Urban/ Urban
250803010,0,19-07-68,3,10,"106,985",Yes,0,No,F,Masters,Manager,8,Private,"23,970",Pickup,0,0,0,13,Highly Urban/ Urban
251258499,0,09-03-39,0,13,"128,275",No,0,No,M,PhD,Doctor,33,Private,"14,330",Minivan,"3,977",3,"3,918",13,Highly Urban/ Urban
251662124,0,01-03-50,0,6,"61,068",No,0,No,M,High School,Professional,21,Private,"14,080",Minivan,0,0,"6,031",1,Highly Urban/ Urban
251676739,0,21-07-59,0,10,"90,377",No,"251,223",No,M,Bachelors,Blue Collar,21,Commercial,"5,500",Pickup,0,0,0,7,Highly Urban/ Urban
252211241,0,28-10-46,0,11,"108,233",No,"290,195",Yes,F,High School,Blue Collar,32,Commercial,"1,670",Sports Car,0,0,0,7,Highly Urban/ Urban
252225692,0,09-12-63,0,0,0,No,0,Yes,M,High School,Student,5,Commercial,"1,500",Minivan,"7,160",3,0,1,Highly Urban/ Urban
252274319,1,16-02-58,2,14,"290,846",No,"682,634",Yes,F,Masters,Manager,41,Commercial,"43,280",Panel Truck,"4,422",2,"2,908",18,Highly Urban/ Urban
252383717,0,24-12-61,0,12,"93,094",No,0,No,M,High School,Professional,22,Private,"14,710",Minivan,0,0,0,8,Highly Urban/ Urban
252493115,0,27-12-56,2,12,"67,644",No,"233,085",Yes,F,Bachelors,Blue Collar,25,Commercial,"8,260",SUV,"6,730",3,0,8,Highly Urban/ Urban
252790112,0,09-09-46,0,16,"109,040",No,"327,237",Yes,M,PhD,Doctor,48,Private,"28,850",Minivan,0,0,0,15,Highly Urban/ Urban
252806944,0,27-04-51,0,8,"66,702",No,"221,009",Yes,F,Masters,Lawyer,24,Private,"15,580",SUV,0,0,0,21,Highly Rural/ Rural
252967859,1,05-03-62,1,15,"62,894",No,"245,334",Yes,F,Bachelors,Clerical,70,Private,"23,120",Sports Car,"36,320",2,0,14,Highly Urban/ Urban
253009858,0,13-01-57,2,14,"41,193",No,"161,249",Yes,F,High School,Clerical,48,Private,"14,390",Sports Car,"4,448",3,0,1,Highly Urban/ Urban
253026377,0,11-07-48,0,11,"61,666",No,"198,755",Yes,F,Bachelors,Manager,34,Private,"20,910",Pickup,"10,147",1,0,11,Highly Urban/ Urban
253216312,0,23-10-53,0,11,"45,372",No,"236,719",Yes,M,High School,Blue Collar,24,Commercial,"22,790",Panel Truck,0,0,0,1,Highly Urban/ Urban
253338545,0,10-01-42,0,15,"25,761",No,"149,672",Yes,M,Bachelors,Clerical,57,Private,"11,940",Pickup,"4,792",1,"3,782",11,Highly Urban/ Urban
253375234,2,10-08-57,2,12,"108,916",No,"331,946",Yes,F,Masters,Lawyer,13,Private,"5,700",SUV,"27,861",2,0,19,Highly Urban/ Urban
253515347,0,10-12-47,0,11,"51,303",No,"209,767",Yes,M,High School,Blue Collar,5,Commercial,"18,900",Van,"3,328",1,"5,374",11,Highly Urban/ Urban
253605355,0,08-06-50,0,6,"99,948",No,"248,589",Yes,F,Masters,Lawyer,41,Private,"6,800",SUV,0,0,0,1,Highly Urban/ Urban
253782827,0,30-11-49,0,11,"13,148",No,"159,195",No,M,<High School,Blue Collar,71,Private,"15,700",Minivan,"29,869",3,0,8,Highly Urban/ Urban
253806618,1,01-07-58,3,11,"50,840",Yes,"204,326",No,F,High School,Blue Collar,44,Commercial,"10,680",SUV,0,0,0,1,Highly Urban/ Urban
253834303,0,21-03-52,0,14,"45,261",No,"175,420",Yes,F,High School,Blue Collar,43,Commercial,"10,730",SUV,"3,036",1,0,1,Highly Urban/ Urban
253842382,1,03-06-62,2,12,"15,035",No,"101,132",Yes,F,<High School,Clerical,21,Private,"10,340",SUV,0,0,0,4,Highly Rural/ Rural
253920032,1,26-08-62,1,7,"102,769",No,"235,822",Yes,F,Bachelors,Blue Collar,5,Commercial,"15,480",SUV,0,0,0,10,Highly Urban/ Urban
253964467,0,05-06-60,3,7,"34,046",No,"183,383",Yes,F,High School,Clerical,33,Private,"4,040",SUV,0,0,0,5,Highly Rural/ Rural
254118077,2,09-08-54,2,14,"71,033",No,"219,527",Yes,F,Bachelors,Clerical,36,Private,"14,330",Minivan,0,0,0,6,Highly Urban/ Urban
254241670,0,27-02-46,0,10,"222,372",No,0,No,F,Masters,Lawyer,60,Private,"37,140",Sports Car,0,0,0,7,Highly Urban/ Urban
254268113,0,02-02-51,0,12,"49,551",No,"218,904",Yes,F,Bachelors,Professional,24,Private,"16,310",SUV,0,0,0,1,Highly Urban/ Urban
254294346,0,16-03-62,0,7,"61,790",No,0,No,M,High School,Blue Collar,32,Commercial,"15,150",Minivan,0,0,"2,876",7,Highly Urban/ Urban
254701914,0,31-12-48,0,0,0,No,0,No,F,Masters,Home Maker,20,Private,"6,500",SUV,0,0,0,17,Highly Urban/ Urban
254744221,0,09-02-32,0,13,"45,368",No,"190,399",Yes,M,Bachelors,Professional,33,Private,"17,760",SUV,0,0,"2,464",13,Highly Urban/ Urban
254756918,1,16-12-54,3,12,"81,476",Yes,"243,539",No,M,High School,Professional,23,Private,"15,310",Minivan,0,0,0,1,Highly Urban/ Urban
254838004,0,12-07-52,0,11,"46,812",No,"166,668",Yes,M,Masters,Lawyer,36,Private,"10,880",Pickup,0,0,0,16,Highly Urban/ Urban
254854778,0,11-07-52,0,12,"55,019",No,"206,801",Yes,F,Bachelors,Professional,51,Private,"18,110",SUV,"9,085",2,0,9,Highly Urban/ Urban
254993743,0,23-07-75,1,7,"6,862",Yes,0,No,F,Bachelors,Clerical,38,Private,"2,190",SUV,"11,226",1,"2,569",9,Highly Urban/ Urban
255160666,0,05-04-48,0,15,"51,734",No,"233,529",Yes,M,Bachelors,Professional,45,Private,"11,770",Pickup,0,0,0,14,Highly Urban/ Urban
255282179,0,16-11-46,0,12,"45,387",No,"162,853",Yes,F,Masters,Lawyer,38,Private,"6,040",SUV,0,0,0,13,Highly Urban/ Urban
255537416,0,15-03-51,0,12,"30,377",No,"137,865",Yes,F,High School,Blue Collar,29,Commercial,"6,300",SUV,0,0,"5,600",12,Highly Urban/ Urban
255770484,0,24-08-53,0,14,"56,849",No,0,No,M,High School,Blue Collar,53,Commercial,"6,270",Pickup,"6,418",2,0,1,Highly Urban/ Urban
255779618,0,05-09-45,0,13,"66,334",No,0,No,F,High School,Blue Collar,43,Commercial,"13,530",SUV,0,0,0,1,Highly Rural/ Rural
255797219,3,20-03-56,4,13,"42,554",Yes,0,No,F,<High School,Clerical,22,Private,"10,060",SUV,"27,746",4,"2,392",7,Highly Urban/ Urban
256025384,0,17-06-55,3,12,"69,620",No,"239,561",Yes,M,Masters,Manager,37,Private,"12,860",Minivan,0,0,0,15,Highly Urban/ Urban
256058353,1,22-08-59,2,16,"84,594",No,"263,300",Yes,F,Masters,Lawyer,26,Private,"13,960",Minivan,0,0,0,19,Highly Urban/ Urban
256079003,0,20-04-56,0,10,"125,575",No,"308,112",Yes,F,Bachelors,Manager,21,Private,"17,430",Minivan,0,0,0,13,Highly Urban/ Urban
256136608,0,30-11-61,2,4,"18,127",No,"129,798",Yes,M,<High School,Blue Collar,40,Private,"23,270",Minivan,"2,015",2,"2,745",4,Highly Urban/ Urban
256520641,0,04-07-42,0,14,"37,694",No,"175,270",Yes,M,<High School,Blue Collar,45,Private,"10,970",Pickup,"5,653",3,"4,538",6,Highly Urban/ Urban
256595299,0,12-03-38,2,18,"34,446",No,"168,224",Yes,M,Masters,Lawyer,35,Private,"11,040",SUV,"1,465",2,0,9,Highly Urban/ Urban
256710041,0,14-02-51,0,11,"53,878",No,"220,705",Yes,F,High School,Clerical,29,Private,"11,690",Sports Car,"26,114",3,"5,132",1,Highly Urban/ Urban
256802635,0,10-03-44,1,15,"67,140",No,"228,964",Yes,F,Bachelors,Blue Collar,72,Commercial,"21,130",Minivan,0,0,0,12,Highly Rural/ Rural
257111172,0,18-12-47,0,12,"105,936",No,"297,381",Yes,F,PhD,Doctor,58,Private,"6,600",SUV,"8,112",4,0,16,Highly Urban/ Urban
257570594,0,02-09-52,0,12,"136,130",No,0,No,M,PhD,Doctor,46,Private,"15,110",Minivan,0,0,0,16,Highly Urban/ Urban
257871798,0,05-02-58,0,12,"75,080",No,"237,088",Yes,F,Bachelors,Manager,37,Private,"9,010",SUV,"6,244",2,0,3,Highly Urban/ Urban
257940589,1,30-06-54,2,14,"107,663",No,"389,586",Yes,F,Masters,Lawyer,47,Private,"15,300",Minivan,"26,455",1,0,19,Highly Urban/ Urban
258145179,0,08-07-42,0,8,"73,280",No,"243,431",Yes,M,Bachelors,Professional,34,Commercial,"20,220",Van,0,0,0,6,Highly Rural/ Rural
258151828,0,03-10-55,0,0,0,No,"91,344",Yes,F,Masters,Home Maker,39,Private,"11,340",Minivan,0,0,0,14,Highly Urban/ Urban
258219508,0,25-01-54,2,15,"70,982",No,"220,008",Yes,M,High School,Clerical,5,Private,"13,660",SUV,0,0,0,6,Highly Urban/ Urban
258282365,0,30-10-53,0,16,"100,888",No,"277,621",Yes,F,PhD,Doctor,12,Private,"16,190",SUV,0,0,0,11,Highly Urban/ Urban
258402536,0,08-01-42,0,0,0,No,"77,032",Yes,F,PhD,Home Maker,49,Private,"13,740",SUV,0,0,0,11,Highly Rural/ Rural
258459288,0,05-07-42,0,15,"44,108",No,0,No,F,High School,Student,14,Private,"18,530",SUV,"2,056",2,"4,904",1,Highly Urban/ Urban
258501218,0,24-01-46,0,9,"114,547",No,"330,408",Yes,M,Masters,Manager,29,Commercial,"23,760",Panel Truck,824,2,"1,877",8,Highly Urban/ Urban
258592208,0,13-11-46,0,15,"55,659",No,"235,880",Yes,M,High School,Blue Collar,70,Commercial,"12,370",Minivan,0,0,"3,231",1,Highly Urban/ Urban
258860044,0,04-07-61,0,9,"34,648",No,0,No,M,High School,Blue Collar,47,Commercial,"10,760",Pickup,0,0,0,1,Highly Rural/ Rural
258882418,0,16-05-51,0,12,"63,419",No,0,No,M,Bachelors,Manager,38,Private,"14,950",Minivan,0,0,0,10,Highly Urban/ Urban
258885525,0,02-10-71,1,8,"4,843",Yes,0,No,M,<High School,Student,21,Private,"1,980",Minivan,"3,018",3,0,1,Highly Urban/ Urban
258898517,0,20-02-35,0,13,"93,064",No,"271,134",Yes,M,PhD,Doctor,32,Private,"18,710",SUV,"5,757",2,0,17,Highly Urban/ Urban
258941674,0,05-07-43,0,12,"146,309",No,"426,818",Yes,F,Masters,Lawyer,11,Private,"34,460",Pickup,0,0,0,15,Highly Urban/ Urban
258955674,0,11-04-42,0,13,"92,674",No,"313,520",Yes,M,Masters,Lawyer,37,Private,"10,770",Minivan,"3,148",2,0,19,Highly Urban/ Urban
258989533,0,01-05-34,0,15,"13,880",No,"179,255",Yes,F,Masters,Home Maker,62,Private,"9,390",Sports Car,"10,138",2,"2,251",15,Highly Urban/ Urban
259027391,0,06-10-54,4,17,"85,428",Yes,"236,050",No,F,High School,Student,16,Private,"7,890",SUV,0,0,0,1,Highly Urban/ Urban
259029594,0,01-02-54,1,10,"89,187",No,"241,074",Yes,F,Masters,Professional,29,Private,"17,720",SUV,0,0,0,17,Highly Urban/ Urban
259331350,0,05-12-42,0,9,"132,115",No,"373,191",Yes,M,PhD,Manager,16,Commercial,"26,770",Panel Truck,0,0,0,14,Highly Urban/ Urban
259596387,3,12-08-59,4,10,"147,647",Yes,"385,798",No,M,PhD,Professional,12,Commercial,"28,870",Panel Truck,"1,449",2,"6,767",25,Highly Urban/ Urban
259734614,0,12-09-53,0,13,"78,005",No,"267,536",Yes,F,Masters,Lawyer,52,Private,"16,160",SUV,0,0,0,11,Highly Urban/ Urban
259742509,0,22-08-54,0,12,"91,613",No,"269,046",Yes,F,Masters,Lawyer,25,Private,"15,160",SUV,0,0,0,12,Highly Urban/ Urban
259859250,0,13-02-60,2,15,"79,961",No,"246,846",Yes,F,Bachelors,Professional,41,Private,"13,400",SUV,"3,207",4,0,7,Highly Urban/ Urban
259861342,2,16-08-63,3,13,"28,326",No,"145,411",Yes,F,<High School,Clerical,37,Commercial,"26,280",Pickup,"39,535",3,"8,662",8,Highly Urban/ Urban
259906831,0,06-10-59,0,0,0,No,0,No,F,High School,Student,48,Commercial,"8,690",SUV,0,0,0,10,Highly Rural/ Rural
260091886,0,20-08-57,0,13,"40,277",No,"156,362",No,M,Bachelors,Professional,46,Commercial,"5,530",Pickup,"8,942",2,"4,927",9,Highly Urban/ Urban
260334228,1,29-03-58,1,10,"89,602",No,"258,834",Yes,F,High School,Blue Collar,25,Commercial,"22,210",Van,"5,384",2,0,8,Highly Urban/ Urban
260479730,0,23-08-50,0,10,"75,580",No,"222,553",Yes,F,Masters,Lawyer,29,Private,"17,220",Sports Car,0,0,0,14,Highly Urban/ Urban
260596874,0,09-06-48,0,11,"64,292",No,"202,366",Yes,M,Bachelors,Blue Collar,31,Commercial,"13,030",Minivan,0,0,0,11,Highly Rural/ Rural
260954417,0,02-11-63,1,10,"75,263",Yes,"207,877",No,F,Bachelors,Clerical,45,Private,"16,560",SUV,0,0,"5,831",12,Highly Urban/ Urban
261018674,0,19-08-61,0,10,"95,197",No,"281,124",Yes,F,Bachelors,Manager,46,Private,"20,730",SUV,0,0,0,11,Highly Urban/ Urban
261235196,0,03-09-38,0,0,0,No,0,No,M,High School,Student,29,Private,"20,480",SUV,0,0,0,9,Highly Rural/ Rural
261273590,0,08-08-55,0,0,0,No,"83,523",No,F,High School,Home Maker,72,Private,"20,230",Minivan,0,0,0,8,Highly Rural/ Rural
261427675,0,24-09-53,0,3,"116,668",No,0,No,F,Masters,Professional,30,Private,"31,180",Pickup,0,0,0,12,Highly Urban/ Urban
261584695,0,12-02-72,4,15,"31,168",No,"122,298",Yes,F,High School,Blue Collar,58,Commercial,"7,320",Minivan,"7,582",2,"6,023",7,Highly Urban/ Urban
261908525,0,06-10-61,0,12,"62,756",No,"175,085",No,F,Masters,Lawyer,55,Private,"13,790",SUV,"11,836",3,0,18,Highly Urban/ Urban
261928835,0,29-08-52,0,14,"76,638",No,"264,483",Yes,M,High School,Manager,41,Commercial,"14,020",Minivan,"1,620",1,0,7,Highly Urban/ Urban
261931210,0,13-03-55,0,12,"51,279",No,"200,803",Yes,M,<High School,Blue Collar,52,Commercial,"12,200",Pickup,0,0,"40,941",1,Highly Urban/ Urban
262112506,0,16-05-76,5,14,"11,666",No,"109,363",Yes,F,<High School,Clerical,26,Private,"5,080",Sports Car,0,0,540,1,Highly Urban/ Urban
262489473,0,27-09-66,4,0,0,No,0,Yes,M,<High School,Student,5,Commercial,"8,700",Pickup,0,0,"4,575",1,Highly Urban/ Urban
262542252,0,06-12-64,2,12,"55,353",Yes,"203,703",No,F,High School,Blue Collar,41,Commercial,"14,090",SUV,"4,519",1,"1,559",6,Highly Urban/ Urban
262628757,0,07-01-56,2,15,"43,808",No,"176,022",Yes,M,Bachelors,Professional,55,Private,"10,280",Minivan,0,0,0,7,Highly Rural/ Rural
262678926,0,19-09-43,2,18,"112,420",No,"314,882",Yes,F,Bachelors,Professional,35,Private,"45,420",Van,0,0,0,7,Highly Urban/ Urban
262697416,0,10-09-38,0,14,"24,546",No,0,No,F,High School,Professional,39,Private,"11,100",SUV,"5,890",2,"1,493",8,Highly Urban/ Urban
262744894,1,18-07-59,1,9,"113,595",Yes,"338,139",No,M,Bachelors,Professional,35,Private,"15,380",Minivan,"1,935",2,0,11,Highly Urban/ Urban
